rollout/ep_len_mean,time/time_elapsed,time/total_timesteps,train/actor_loss,train/critic_loss,train/ent_coef_loss,rollout/ep_rew_mean,time/episodes,train/learning_rate,time/fps,train/n_updates,train/ent_coef
237.98,24990,105229,-9.378890991210938,3.9406352043151855,0.5158164501190186,-6.121662699999999,400,0.0003,4,105128,0.04366435110569
245.16,25565,107382,-8.723690032958984,1.2825570106506348,0.11588400602340698,-5.786106130000002,410,0.0003,4,107281,0.04459483548998833
248.57,26192,109994,-9.11550235748291,1.7125639915466309,-0.12738417088985443,-6.093908049999999,420,0.0003,4,109893,0.040430739521980286
251.85,26837,112534,-8.721494674682617,6.350088119506836,-0.5805463194847107,-4.690954199999998,430,0.0003,4,112433,0.0427561029791832
253.39,27381,114596,-9.385943412780762,3.6237897872924805,-0.2840092182159424,-6.0163883600000005,440,0.0003,4,114495,0.04237351566553116
248.45,27933,116687,-8.152061462402344,5.605656147003174,0.9934144616127014,-4.13856941,450,0.0003,4,116586,0.040216635912656784
252.89,28567,119414,-7.698652267456055,1.4690511226654053,-0.18669173121452332,0.5800737099999995,460,0.0003,4,119313,0.03897625207901001
271.45,29399,123418,-8.042384147644043,4.557948112487793,0.07273982465267181,3.4842969600000004,470,0.0003,4,123317,0.03854725509881973
280.07,30075,126516,-7.793277740478516,8.5067138671875,0.2454533874988556,5.302133529999999,480,0.0003,4,126415,0.035372260957956314
286.23,30826,130221,-7.778545379638672,1.7973170280456543,-0.5056756734848022,5.676819540000001,490,0.0003,4,130120,0.03772851824760437
278.25,31488,133054,-7.980952262878418,5.934932231903076,0.5324751734733582,5.924725990000001,500,0.0003,4,132953,0.038477372378110886
284.19,32126,135801,-9.120821952819824,39.733375549316406,0.03930807113647461,10.246251989999998,510,0.0003,4,135700,0.040211305022239685
281.9,32713,138184,-9.171062469482422,54.38235855102539,-0.04306190460920334,11.92183693,520,0.0003,4,138083,0.03914214298129082
275.88,33254,140122,-8.263535499572754,2.898686408996582,0.04455892741680145,12.790249710000001,530,0.0003,4,140021,0.03696541115641594
279.12,33851,142508,-8.439193725585938,2.285419464111328,0.12165670096874237,16.61354695,540,0.0003,4,142407,0.039795517921447754
283.09,34466,144996,-9.399343490600586,4.643924713134766,-0.613217830657959,18.26752714,550,0.0003,4,144895,0.04111475870013237
279.81,35057,147395,-8.065820693969727,1.499403953552246,-0.19074276089668274,9.83105418,560,0.0003,4,147294,0.040790073573589325
274.4,35793,150858,-8.267831802368164,15.306619644165039,-0.21117088198661804,6.9770587499999985,570,0.0003,4,150757,0.04112818092107773
268.11,36416,153327,-8.329507827758789,7.98702335357666,-0.6072758436203003,8.26137517,580,0.0003,4,153226,0.042173102498054504
256.74,37064,155895,-8.604377746582031,2.763845920562744,-0.728888750076294,14.517709609999999,590,0.0003,4,155794,0.043680012226104736
256.53,37707,158707,-8.743949890136719,6.052770614624023,0.5684049129486084,11.52405404,600,0.0003,4,158606,0.039055366069078445
246.71,38216,160472,-9.669955253601074,4.359212875366211,0.06823617219924927,11.250095329999999,610,0.0003,4,160371,0.03967974707484245
244.47,38772,162631,-9.656538009643555,4.526808261871338,0.2605534791946411,11.596968019999998,620,0.0003,4,162530,0.04271366447210312
